SAM3	S000006195	amino acid transport	GO:0006865
PAN6	S000001407	cellular amino acid metabolic process	GO:0006520
YHR033W	S000001075	biological process	GO:0008150
MHO1	S000003768	molecular function	GO:0003674
DJP1	S000001443	peroxisome organization	GO:0007031
AAD4	S000002402	cellular component	GO:0005575
NOC2	S000005732	mitochondrion	GO:0005739
BRE1	S000002232	meiotic cell cycle	GO:0051321
RPG1	S000000283	cytoplasm	GO:0005737
IMT2	S000006667	RNA binding	GO:0003723
FRE3	S000005908	cellular ion homeostasis	GO:0006873
UGA4	S000002369	ion transport	GO:0006811
CTR9	S000005505	ion binding	GO:0043167
MGT1	S000002359	transferase activity	GO:0016740
tV(AAC)M2	S000006764	RNA binding	GO:0003723
FMP25	S000004067	molecular function	GO:0003674
DLD2	S000002337	monocarboxylic acid metabolic process	GO:0032787
RIT1	S000004896	transferase activity, transferring glycosyl groups	GO:0016757
UTP6	S000002857	rRNA processing	GO:0006364
ASK10	S000003329	regulation of transport	GO:0051049
YGR161W-B	S000007370	transposition	GO:0032196
CUE1	S000004877	small conjugating protein binding	GO:0032182
YBL100W-C	S000028598	biological process	GO:0008150
SPO1	S000004957	hydrolase activity	GO:0016787
PRP43	S000003088	mitochondrion	GO:0005739
VAM10	S000005594	vacuole organization	GO:0007033
PLC1	S000006189	hydrolase activity	GO:0016787
PRP4	S000006382	molecular function	GO:0003674
ADY3	S000002398	cytoskeleton	GO:0005856
MSB4	S000005472	cytoskeleton organization	GO:0007010
TRP2	S000000892	lyase activity	GO:0016829
YCK1	S000001177	cytoplasm	GO:0005737
GPM1	S000001635	generation of precursor metabolites and energy	GO:0006091
RIM13	S000004763	protein maturation	GO:0051604
MNE1	S000005877	mitochondrion	GO:0005739
MND2	S000001464	regulation of organelle organization	GO:0033043
AMD2	S000002650	biological process	GO:0008150
YPR137C-B	S000007360	peptidase activity	GO:0008233
COX2	S000007281	oxidoreductase activity	GO:0016491
MYO5	S000004715	endocytosis	GO:0006897
YMR265C	S000004878	cellular component	GO:0005575
YCR075W-A	S000028519	molecular function	GO:0003674
RFC5	S000000291	chromosome	GO:0005694
MDL2	S000006191	cytoplasm	GO:0005737
YPL260W	S000006181	cytoplasm	GO:0005737
EST3	S000006432	DNA binding	GO:0003677
TPO3	S000006360	membrane	GO:0016020
SWC5	S000000435	nucleus	GO:0005634
SLM4	S000000281	molecular function	GO:0003674
HMS2	S000003908	molecular function	GO:0003674
GTT1	S000001477	mitochondrion	GO:0005739
BET3	S000001776	guanyl-nucleotide exchange factor activity	GO:0005085
LOH1	S000003575	cellular component	GO:0005575
CST26	S000000246	transferase activity	GO:0016740
RPS18B	S000004488	rRNA processing	GO:0006364
ARG8	S000005500	cellular amino acid metabolic process	GO:0006520
YPR011C	S000006215	transmembrane transport	GO:0055085
ERG25	S000003292	membrane	GO:0016020
SSN8	S000004970	organelle fission	GO:0048285
CIT3	S000006205	lipid metabolic process	GO:0006629
INP1	S000004817	cytoplasm	GO:0005737
PGM2	S000004711	cytoplasm	GO:0005737
GTF1	S000003334	cytoplasm	GO:0005737
MEL8	S000029696	hydrolase activity, acting on glycosyl bonds	GO:0016798
MET14	S000001484	cytoplasm	GO:0005737
BNA7	S000002836	nucleobase-containing small molecule metabolic process	GO:0055086
YGR038C-B	S000007408	transposition	GO:0032196
TRZ1	S000001787	mitochondrion organization	GO:0007005
YLR307C-A	S000028525	cellular component	GO:0005575
YNL162W-A	S000007624	biological process	GO:0008150
SEC28	S000001338	vesicle organization	GO:0016050
PAT1	S000000673	chromatin binding	GO:0003682
ALG8	S000005593	carbohydrate metabolic process	GO:0005975
LTV1	S000001626	nucleus	GO:0005634
SLD5	S000002897	cellular response to DNA damage stimulus	GO:0006974
CHK1	S000000478	nucleus	GO:0005634
SET5	S000001250	histone modification	GO:0016570
COG4	S000006309	molecular function	GO:0003674
KAP95	S000004339	protein transporter activity	GO:0008565
SEC4	S000001889	cytoplasmic membrane-bounded vesicle	GO:0016023
BMH1	S000000979	cellular response to DNA damage stimulus	GO:0006974
YMR315W-A	S000028697	cellular component	GO:0005575
NAR1	S000005184	membrane	GO:0016020
ASM4	S000002246	nuclear transport	GO:0051169
SSM4	S000001292	endoplasmic reticulum	GO:0005783
YOL019W	S000005379	vacuole	GO:0005773
DED81	S000001061	cytoplasm	GO:0005737
TAF14	S000006050	transcription from RNA polymerase II promoter	GO:0006366
CMS1	S000003993	molecular function	GO:0003674
GPA1	S000001047	plasma membrane	GO:0005886
TIM17	S000003679	transmembrane transport	GO:0055085
YDR132C	S000002539	nucleus	GO:0005634
MRPS8	S000004767	structural molecule activity	GO:0005198
MNN1	S000000803	carbohydrate metabolic process	GO:0005975
GPB2	S000000052	signal transducer activity	GO:0004871
tK(CUU)K	S000006626	translational elongation	GO:0006414
MIM2	S000007618	protein complex biogenesis	GO:0070271
tT(AGU)N2	S000006745	cytoplasm	GO:0005737
PRP2	S000005294	mRNA processing	GO:0006397
UTR5	S000000761	molecular function	GO:0003674
AOS1	S000006384	cytoplasm	GO:0005737
SEC15	S000003202	exocytosis	GO:0006887
MRPS5	S000000455	cytoplasm	GO:0005737
CRM1	S000003450	microtubule organizing center	GO:0005815
AQY2	S000003975	transmembrane transporter activity	GO:0022857
YPR158W-A	S000007363	RNA binding	GO:0003723
ECM4	S000001784	transferase activity	GO:0016740
AAC3	S000000289	cellular respiration	GO:0045333
tL(UAG)L1	S000006655	RNA binding	GO:0003723
FAU1	S000000985	ligase activity	GO:0016874
RAD51	S000000897	organelle fission	GO:0048285
CMK2	S000005376	kinase activity	GO:0016301
SGF29	S000000516	histone modification	GO:0016570
EBP2	S000001655	mRNA binding	GO:0003729
SLY1	S000002597	regulation of organelle organization	GO:0033043
RVB1	S000002598	helicase activity	GO:0004386
DRE2	S000001779	mitochondrion	GO:0005739
DMA1	S000001157	proteolysis involved in cellular protein catabolic process	GO:0051603
YPL034W	S000005955	cellular component	GO:0005575
YDR461C-A	S000087209	cellular component	GO:0005575
TRS85	S000002515	vacuole organization	GO:0007033
HNT2	S000002713	nucleus	GO:0005634
PMT7	S000002715	membrane	GO:0016020
PAU16	S000001707	biological process	GO:0008150
TIF4631	S000003394	organelle assembly	GO:0070925
YFL002W-B	S000007404	transposition	GO:0032196
TOM71	S000001159	membrane	GO:0016020
ADE6	S000003293	nucleobase-containing small molecule metabolic process	GO:0055086
TRM11	S000005484	tRNA processing	GO:0008033
COQ1	S000000207	cofactor metabolic process	GO:0051186
COQ8	S000003087	cofactor metabolic process	GO:0051186
TIR4	S000005535	molecular function	GO:0003674
RPS27A	S000001639	ribosome assembly	GO:0042255
TUB2	S000001857	microtubule organizing center	GO:0005815
MAK32	S000000612	cellular component	GO:0005575
tK(CUU)D2	S000006617	RNA binding	GO:0003723
TPM1	S000005023	vacuole organization	GO:0007033
REX2	S000004049	hydrolase activity	GO:0016787
TMA7	S000007246	nucleus	GO:0005634
HIR1	S000000104	nucleus	GO:0005634
ATG18	S000001917	peroxisome organization	GO:0007031
UPC2	S000002621	membrane	GO:0016020
GPI13	S000003954	protein lipidation	GO:0006497
GLC7	S000000935	site of polarized growth	GO:0030427
BOI1	S000000181	lipid binding	GO:0008289
TAF9	S000004849	peptidyl-amino acid modification	GO:0018193
EGD1	S000005958	cytoplasm	GO:0005737
PTC1	S000002164	cytoplasm	GO:0005737
UBA1	S000001693	nucleus	GO:0005634
CAJ1	S000000850	nucleus	GO:0005634
DMA1	S000001157	regulation of cell cycle	GO:0051726
ADP1	S000000604	endoplasmic reticulum	GO:0005783
HOC1	S000003836	cytoplasm	GO:0005737
FUS3	S000000112	nucleus	GO:0005634
TAF5	S000000402	chromatin binding	GO:0003682
UBR1	S000003416	proteolysis involved in cellular protein catabolic process	GO:0051603
STP2	S000001048	nucleic acid binding transcription factor activity	GO:0001071
TLC1	S000006657	DNA replication	GO:0006260
PHO13	S000002395	hydrolase activity	GO:0016787
FYV5	S000000563	molecular function	GO:0003674
MLH1	S000004777	ATPase activity	GO:0016887
PMT4	S000003904	carbohydrate metabolic process	GO:0005975
RRP8	S000002490	methyltransferase activity	GO:0008168
DUR1,2	S000000412	ligase activity	GO:0016874
PBP1	S000003410	RNA binding	GO:0003723
DPH5	S000004162	cytoplasm	GO:0005737
HAP5	S000005885	DNA binding	GO:0003677
RBK1	S000000632	kinase activity	GO:0016301
YBR012W-B	S000002155	nucleotidyltransferase activity	GO:0016779
DDR48	S000004784	DNA repair	GO:0006281
CHS6	S000003635	cell wall organization or biogenesis	GO:0071554
PRR1	S000001599	kinase activity	GO:0016301
FZO1	S000000383	hydrolase activity	GO:0016787
IRC15	S000005938	regulation of cell cycle	GO:0051726
YHL044W	S000001036	plasma membrane	GO:0005886
OTU1	S000001850	cytoplasm	GO:0005737
YAR1	S000006160	response to osmotic stress	GO:0006970
SUP5	S000006783	RNA binding	GO:0003723
LAP3	S000005183	mRNA binding	GO:0003729
RAD54	S000003131	hydrolase activity	GO:0016787
SCC2	S000002588	chromosome	GO:0005694
HOP1	S000001334	meiotic cell cycle	GO:0051321
RAD18	S000000662	hydrolase activity	GO:0016787
RSP5	S000000927	mitochondrion organization	GO:0007005
PIF1	S000004526	telomere organization	GO:0032200
RPB2	S000005677	RNA binding	GO:0003723
PET309	S000004057	protein complex biogenesis	GO:0070271
MLP2	S000001411	nucleus	GO:0005634
YPR158C-D	S000007362	transposition	GO:0032196
SQS1	S000005168	rRNA processing	GO:0006364
SNR35	S000007299	RNA modification	GO:0009451
IRC21	S000004677	cytoplasm	GO:0005737
FUR4	S000000225	membrane	GO:0016020
MEL4	S000029694	carbohydrate metabolic process	GO:0005975
ATG19	S000005442	protein maturation	GO:0051604
BOI1	S000000181	membrane	GO:0016020
ART10	S000004384	cytoplasm	GO:0005737
MRPL17	S000005196	ribosome	GO:0005840
YAT1	S000000080	monocarboxylic acid metabolic process	GO:0032787
TAF6	S000003080	transcription from RNA polymerase II promoter	GO:0006366
PEA2	S000000951	cytokinesis	GO:0000910
PAU11	S000003230	molecular function	GO:0003674
GEM1	S000000046	organelle inheritance	GO:0048308
MUS81	S000002794	nuclease activity	GO:0004518
MCM2	S000000119	ATPase activity	GO:0016887
EXG1	S000004291	extracellular region	GO:0005576
ISN1	S000005681	hydrolase activity	GO:0016787
MRPL38	S000001653	structural molecule activity	GO:0005198
HXT17	S000005355	membrane	GO:0016020
SNR30	S000007497	RNA binding	GO:0003723
NPT1	S000005735	transferase activity	GO:0016740
RRN6	S000000110	nucleus	GO:0005634
YVC1	S000005613	membrane	GO:0016020
RPS20	S000001007	cytoplasm	GO:0005737
COX15	S000000943	mitochondrion	GO:0005739
YIF1	S000005207	molecular function	GO:0003674
STL1	S000002944	transmembrane transport	GO:0055085
ATG13	S000006389	membrane invagination	GO:0010324
RPN1	S000001069	cytoplasm	GO:0005737
tF(GAA)F	S000006564	cytoplasm	GO:0005737
MPS1	S000002186	regulation of organelle organization	GO:0033043
SKP2	S000005255	ribosome	GO:0005840
tL(CAA)G1	S000006639	RNA binding	GO:0003723
VHS1	S000002655	transferase activity	GO:0016740
SHY1	S000003344	protein complex biogenesis	GO:0070271
NIS1	S000005022	regulation of organelle organization	GO:0033043
CIT2	S000000598	peroxisome	GO:0005777
tT(AGU)O2	S000006747	RNA binding	GO:0003723
RPS14B	S000003727	structural molecule activity	GO:0005198
GLO4	S000005566	monocarboxylic acid metabolic process	GO:0032787
VTH1	S000001435	cytoplasm	GO:0005737
YBR096W	S000000300	biological process	GO:0008150
DIB1	S000006286	RNA splicing	GO:0008380
NSA1	S000003079	nucleus	GO:0005634
POP5	S000000031	tRNA processing	GO:0008033
PPS1	S000000480	phosphatase activity	GO:0016791
YLR162W	S000004152	cellular component	GO:0005575
TOF1	S000005217	regulation of DNA metabolic process	GO:0051052
TIF3	S000006367	RNA binding	GO:0003723
PZF1	S000006390	transcription factor binding	GO:0008134
TEP1	S000005072	lipid metabolic process	GO:0006629
UME6	S000002615	protein binding transcription factor activity	GO:0000988
CLN2	S000006177	nucleus	GO:0005634
NRP1	S000002326	biological process	GO:0008150
EMW1	S000005257	molecular function	GO:0003674
MIG3	S000000830	response to chemical	GO:0042221
ALG7	S000000447	cellular respiration	GO:0045333
ERI1	S000028423	protein lipidation	GO:0006497
FUN26	S000000020	nucleobase-containing compound transport	GO:0015931
EXG1	S000004291	cell wall	GO:0005618
MRP51	S000006039	translational initiation	GO:0006413
TDA2	S000000873	molecular function	GO:0003674
PEX19	S000002223	protein targeting	GO:0006605
MEX67	S000006090	nucleobase-containing compound transport	GO:0015931
YSW1	S000000352	membrane	GO:0016020
SPO23	S000000454	organelle fission	GO:0048285
RCL1	S000005370	nuclease activity	GO:0004518
YGR237C	S000003469	biological process	GO:0008150
TRS85	S000002515	protein targeting	GO:0006605
FYV10	S000001359	cytoplasm	GO:0005737
KOG1	S000001229	membrane	GO:0016020
MEL2	S000029663	cellular component	GO:0005575
MOT1	S000006003	rRNA processing	GO:0006364
YGL082W	S000003050	plasma membrane	GO:0005886
MRS2	S000005861	mitochondrion	GO:0005739
NUP82	S000003597	nucleus	GO:0005634
ASF1	S000003651	chromatin organization	GO:0006325
GPB2	S000000052	signaling	GO:0023052
PAN6	S000001407	nucleus	GO:0005634
CDC3	S000004306	cytoskeleton organization	GO:0007010
NRG1	S000002450	response to osmotic stress	GO:0006970
TAD3	S000004308	hydrolase activity	GO:0016787
VAM6	S000002235	membrane fusion	GO:0061025
URA1	S000001699	cytoplasm	GO:0005737
GPP2	S000000864	cytoplasm	GO:0005737
PRE1	S000000814	endoplasmic reticulum	GO:0005783
MSW1	S000002676	mitochondrion	GO:0005739
YHR214C-B	S000003534	peptidase activity	GO:0008233
CDC5	S000004603	DNA recombination	GO:0006310
NPL3	S000002840	nucleus	GO:0005634
tK(CUU)D1	S000006616	triplet codon-amino acid adaptor activity	GO:0030533
BIR1	S000003849	regulation of organelle organization	GO:0033043
SDH3	S000001624	cellular respiration	GO:0045333
TRS130	S000004831	endosomal transport	GO:0016197
UBC7	S000004624	cytoplasm	GO:0005737
LSB5	S000000539	cytoskeleton organization	GO:0007010
ARF3	S000005620	cytoskeleton organization	GO:0007010
RLF2	S000006222	chromosome	GO:0005694
AIM7	S000002470	nucleus	GO:0005634
COY1	S000001662	molecular function	GO:0003674
ADD37	S000004796	molecular function	GO:0003674
CTT1	S000003320	oxidoreductase activity	GO:0016491
RIC1	S000004029	membrane	GO:0016020
SEY1	S000005691	cytoplasm	GO:0005737
SKI2	S000004390	cytoplasm	GO:0005737
CSN9	S000002586	conjugation	GO:0000746
RPS19B	S000005246	cytoplasm	GO:0005737
RPL32	S000000188	ribosome	GO:0005840
ODC2	S000005748	mitochondrion	GO:0005739
YJL225C	S000003760	cellular component	GO:0005575
SST2	S000004444	response to chemical	GO:0042221
BBP1	S000006176	cytoskeleton	GO:0005856
YGR109W-B	S000007347	peptidase activity	GO:0008233
FAA4	S000004860	lipid transport	GO:0006869
LTO1	S000005204	nucleus	GO:0005634
YFL064C	S000001830	biological process	GO:0008150
GON7	S000003720	cell wall organization or biogenesis	GO:0071554
TIM22	S000002376	mitochondrion	GO:0005739
ENB1	S000005518	transmembrane transporter activity	GO:0022857
CMC2	S000007488	mitochondrion organization	GO:0007005
DOC1	S000003209	regulation of cell cycle	GO:0051726
SMF2	S000001092	cytoplasm	GO:0005737
SPE4	S000004136	cofactor metabolic process	GO:0051186
PRM3	S000006113	membrane	GO:0016020
TDA1	S000004905	nucleus	GO:0005634
CLN3	S000000038	mitotic cell cycle	GO:0000278
SDH5	S000005432	cytoplasm	GO:0005737
AIM4	S000000398	molecular function	GO:0003674
RPR2	S000001454	hydrolase activity	GO:0016787
YLR464W	S000004456	cellular component	GO:0005575
CDC11	S000003837	site of polarized growth	GO:0030427
GDE1	S000006031	ribosome	GO:0005840
PMA1	S000002976	protein complex biogenesis	GO:0070271
MCP2	S000004243	mitochondrion organization	GO:0007005
PET112	S000000176	mitochondrion	GO:0005739
SER2	S000003440	hydrolase activity	GO:0016787
ADE16	S000004018	cytoplasm	GO:0005737
GRX3	S000002505	nucleus	GO:0005634
SEC14	S000004684	Golgi vesicle transport	GO:0048193
SPT16	S000003175	chromatin organization	GO:0006325
UBP3	S000000953	protein modification by small protein conjugation or removal	GO:0070647
MCD1	S000002161	DNA recombination	GO:0006310
VMA6	S000004439	cytoplasm	GO:0005737
REC114	S000004740	nucleus	GO:0005634
VPS64	S000002608	cytoplasm	GO:0005737
tS(AGA)L	S000006728	cytoplasm	GO:0005737
PRO2	S000005850	cellular amino acid metabolic process	GO:0006520
RET2	S000001947	cytoplasmic membrane-bounded vesicle	GO:0016023
YKR018C	S000001726	nucleus	GO:0005634
YSC83	S000001059	membrane	GO:0016020
DBP2	S000005056	mitochondrion	GO:0005739
TEF2	S000000322	translational elongation	GO:0006414
SEC31	S000002354	structural molecule activity	GO:0005198
YAL037W	S000000035	biological process	GO:0008150
SMX2	S000002965	RNA splicing	GO:0008380
PIB1	S000002721	lipid binding	GO:0008289
SPO71	S000002511	cell wall organization or biogenesis	GO:0071554
LUC7	S000002245	mRNA binding	GO:0003729
PSR1	S000003933	hydrolase activity	GO:0016787
ATM1	S000004916	hydrolase activity	GO:0016787
MUM2	S000000261	cytoplasm	GO:0005737
PAU6	S000005359	cellular component	GO:0005575
AIM21	S000001442	cytoplasm	GO:0005737
VPS13	S000003963	protein targeting	GO:0006605
tR(UCU)K	S000006716	triplet codon-amino acid adaptor activity	GO:0030533
COS10	S000005358	molecular function	GO:0003674
SUL1	S000000498	transmembrane transporter activity	GO:0022857
YIL082W-A	S000003537	hydrolase activity	GO:0016787
RTR1	S000000941	nucleus	GO:0005634
NCP1	S000001084	membrane	GO:0016020
EMT4	S000006664	translational elongation	GO:0006414
YNL010W	S000004955	cytoplasm	GO:0005737
SNR70	S000006461	RNA modification guide activity	GO:0030555
VTH2	S000003758	membrane	GO:0016020
BUR6	S000000961	transcription from RNA polymerase II promoter	GO:0006366
YAH1	S000006173	cofactor metabolic process	GO:0051186
VPS72	S000002893	histone binding	GO:0042393
SEC22	S000004258	cytoplasmic membrane-bounded vesicle	GO:0016023
SNF7	S000004015	proteolysis involved in cellular protein catabolic process	GO:0051603
YMR210W	S000004823	lipid metabolic process	GO:0006629
VTC2	S000001890	membrane	GO:0016020
GAB1	S000004451	cytoplasm	GO:0005737
YNR064C	S000005347	cellular component	GO:0005575
SDT1	S000003192	phosphatase activity	GO:0016791
LYS4	S000002642	cellular amino acid metabolic process	GO:0006520
TIM11	S000007255	nucleobase-containing small molecule metabolic process	GO:0055086
YPT52	S000001722	protein targeting	GO:0006605
TRM2	S000001764	tRNA processing	GO:0008033
ARB1	S000000838	hydrolase activity	GO:0016787
SYF1	S000002824	cytoplasm	GO:0005737
MEC1	S000000340	cellular response to DNA damage stimulus	GO:0006974
ERG28	S000000846	endoplasmic reticulum	GO:0005783
TRM732	S000004872	biological process	GO:0008150
SUP51	S000006650	RNA binding	GO:0003723
MIR1	S000003838	ion transport	GO:0006811
SUP8	S000006784	triplet codon-amino acid adaptor activity	GO:0030533
MOT1	S000006003	cytoplasm	GO:0005737
CUE4	S000004568	cytoplasm	GO:0005737
YBL005W-B	S000002147	RNA binding	GO:0003723
tA(AGC)D	S000006510	translational elongation	GO:0006414
SNU66	S000005835	mRNA processing	GO:0006397
